experiment_id,model_version,control_mode,baseline_policy,seed,num_nodes,scenario,duration_s,sync_messages,radio_active_time_s,radio_active_time_mean_per_node_s,estimated_energy_j,violation_events,violation_time_steps,affected_nodes,violation_rate_pct,mean_psm,median_psm,min_psm,p5_psm,negative_psm_frequency_pct,state_transitions,state_counts,beacon_count_estimated,pssp_count,prap_count,radio_wakeup_events_estimated,mean_sync_interval_ms,mean_tx_power_pct,mean_battery_percent,max_pe,mean_pe,mean_pt,control_action_count,invariant_violations,strategy
EXP-CHA-30N-S42-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,42,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,40.382675491094474,40.901006499292066,3.755813921818671,19.159703515654638,0.0,91,"{'RELAXED': 10, 'NOMINAL': 17, 'ELEVATED': 3}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,90.08066666666656,65.10976089439171,28.555808894287587,68.93848438538207,91,0,baseline
EXP-CHA-30N-S43-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,43,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,41.08056365979475,40.262038607070906,8.950990459935298,22.294765527653844,0.0,67,"{'ELEVATED': 2, 'NOMINAL': 17, 'RELAXED': 11}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,91.9539999999999,61.292519258789014,27.857920725587316,68.93848438538207,67,0,baseline
EXP-CHA-30N-S44-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,44,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,39.29436397666344,40.80435080523637,5.848666745492238,20.739657610505287,0.0,64,"{'RELAXED': 8, 'NOMINAL': 21, 'ELEVATED': 1}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,91.41733333333323,56.52133325450777,29.644120408718624,68.93848438538207,64,0,baseline
EXP-CHA-30N-S45-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,45,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,37.60522587057662,37.5858779592133,5.42883072777088,20.284072015748013,0.0,81,"{'RELAXED': 10, 'NOMINAL': 20}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,90.62066666666655,60.45360534667558,31.333258514805443,68.93848438538207,81,0,baseline
EXP-CHA-30N-S46-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,46,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,38.0266150518112,38.28820946475905,7.46105341894399,19.096188044259716,0.0,68,"{'NOMINAL': 18, 'RELAXED': 11, 'ELEVATED': 1}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,91.88399999999989,57.23757186237377,30.911869333570866,68.93848438538207,68,0,baseline
EXP-CHA-30N-S47-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,47,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,39.840549891078915,39.664157843382625,12.929460382183478,22.30325638741723,0.0,64,"{'RELAXED': 11, 'NOMINAL': 17, 'ELEVATED': 2}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,91.40066666666657,59.576440537601755,29.097934494303146,68.93848438538207,64,0,baseline
EXP-CHA-30N-S48-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,48,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,41.44619265641911,41.63443167655204,9.050764468661967,22.772095509509967,0.0,75,"{'RELAXED': 11, 'NOMINAL': 17, 'ELEVATED': 2}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,92.33066666666656,53.71513128290299,27.492291728962957,68.93848438538207,75,0,baseline
EXP-CHA-30N-S49-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,49,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,130,9030,2,1.4396456256921373,38.66308542213085,39.832833253116654,-5.148887101521879,13.028857597568052,1.4396456256921373,79,"{'RELAXED': 9, 'NOMINAL': 18, 'ELEVATED': 3}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,91.2339999999999,64.21691327935142,30.275398963251224,68.93848438538207,79,0,baseline
EXP-CHA-30N-S50-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,50,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,38.95386405474142,38.867069414586375,7.274657143562145,18.327276157445382,0.0,65,"{'ELEVATED': 3, 'NOMINAL': 13, 'RELAXED': 14}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,90.09733333333322,60.24578699427309,29.98462033064065,68.93848438538207,65,0,baseline
EXP-CHA-30N-S51-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,51,30,Scenario C: Dynamic/Challenging,300.0,9000,144.0000000000001,4.800000000000003,185.39999999999688,0,9030,0,0.0,39.48946920347683,37.81969658341215,8.212318460135485,18.992863800164898,0.0,68,"{'NOMINAL': 16, 'ELEVATED': 1, 'RELAXED': 13}",150500.00000000396,9000,9030,36120.0,1000.0,50.0,91.61399999999989,56.43650076912864,29.449015181905235,68.93848438538207,68,0,baseline
EXP-CHA-30N-S42-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,42,30,Scenario C: Dynamic/Challenging,300.0,5344,121.56000000000006,4.052000000000002,128.0019999999991,0,9030,0,0.0,39.789696561043684,40.756239837868875,3.755813921818671,18.170456140497613,0.0,67,"{'RELAXED': 9, 'NOMINAL': 17, 'ELEVATED': 4}",127008.33333334245,9000,9030,30490.0,1382.8377630121815,37.95681063122924,90.46332000000059,64.49587898359209,29.148787824338385,68.93848438538207,67,0,proposed
EXP-CHA-30N-S43-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,43,30,Scenario C: Dynamic/Challenging,300.0,5398,114.13600000000008,3.804533333333336,127.1923999999989,0,9030,0,0.0,40.88540594668682,40.09432981920545,8.950990459935298,22.752095329085687,0.0,62,"{'ELEVATED': 1, 'RELAXED': 13, 'NOMINAL': 16}",123771.6666666751,9000,9030,28630.0,1458.9673311184938,36.55481727574751,92.34205066666729,61.292519258789014,28.05307843869525,68.93848438538207,62,0,proposed
EXP-CHA-30N-S44-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,44,30,Scenario C: Dynamic/Challenging,300.0,5238,117.46400000000008,3.9154666666666693,125.27559999999919,0,9030,0,0.0,38.774871070282934,39.91944419505367,3.644649920661962,20.911868633995777,0.0,81,"{'NOMINAL': 20, 'RELAXED': 9, 'ELEVATED': 1}",126618.33333334577,9000,9030,29456.0,1339.2414174972314,37.98006644518272,91.8181626666672,58.72535007933805,30.163613315099127,68.93848438538207,81,0,proposed
EXP-CHA-30N-S45-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,45,30,Scenario C: Dynamic/Challenging,300.0,5694,124.8000000000001,4.160000000000003,133.14999999999884,0,9030,0,0.0,37.47841300267792,36.978134591860695,3.53323810859537,22.11831978744111,0.0,69,"{'RELAXED': 8, 'NOMINAL': 22}",133156.66666667716,9000,9030,31302.0,1249.2580287929125,41.26578073089701,90.96900000000036,56.02382000887334,31.460071382704147,68.93848438538207,69,0,proposed
EXP-CHA-30N-S46-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,46,30,Scenario C: Dynamic/Challenging,300.0,5661,127.6960000000001,4.256533333333336,133.50539999999887,0,9030,0,0.0,37.611095353729844,37.898909267254574,8.474662796077638,19.797655347141752,0.0,63,"{'NOMINAL': 21, 'RELAXED': 9}",133123.333333344,9000,9030,32020.0,1295.8305647840532,41.07641196013289,92.22996400000041,57.210278719296305,31.32738903165222,68.93848438538207,63,0,proposed
EXP-CHA-30N-S47-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,47,30,Scenario C: Dynamic/Challenging,300.0,5355,117.70400000000008,3.9234666666666693,127.04859999999901,0,9030,0,0.0,38.3962391610495,37.98822914588661,9.961791775252749,22.287178088790924,0.0,69,"{'NOMINAL': 18, 'RELAXED': 11, 'ELEVATED': 1}",126923.3333333446,9000,9030,29516.0,1360.8471760797343,38.13953488372093,91.78967600000054,59.576440537601755,30.542245224332564,68.93848438538207,69,0,proposed
EXP-CHA-30N-S48-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,48,30,Scenario C: Dynamic/Challenging,300.0,4935,108.97600000000006,3.632533333333335,119.65939999999928,0,9030,0,0.0,42.02971913471449,42.95679140913855,8.650774928728808,22.325682520533793,0.0,73,"{'RELAXED': 11, 'NOMINAL': 17, 'ELEVATED': 2}",118346.66666667387,9000,9030,27328.0,1508.8815060908084,33.77408637873754,92.76893733333412,53.95058800910827,26.90876525066758,68.93848438538207,73,0,proposed
EXP-CHA-30N-S49-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,49,30,Scenario C: Dynamic/Challenging,300.0,5639,137.23999999999987,4.574666666666662,136.4349999999988,61,9030,1,0.6755260243632336,38.69558878971082,39.247086669987986,-5.026215045671648,14.655616265612004,0.6755260243632336,63,"{'RELAXED': 11, 'NOMINAL': 16, 'ELEVATED': 3}",130486.66666667107,9000,9030,34404.0,1381.544850498339,38.857142857142854,91.56043333333393,59.41216213608031,30.242895595671246,68.93848438538207,63,0,proposed
EXP-CHA-30N-S50-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,50,30,Scenario C: Dynamic/Challenging,300.0,5559,123.91200000000009,4.130400000000003,131.27179999999893,0,9030,0,0.0,38.56440213837308,38.66829155451482,7.591936560516473,20.55425692058956,0.0,78,"{'ELEVATED': 1, 'NOMINAL': 18, 'RELAXED': 11}",130750.00000001161,9000,9030,31070.0,1331.4424141749723,39.95016611295681,90.45818800000046,59.61345175577726,30.37408224700898,68.93848438538207,78,0,proposed
EXP-CHA-30N-S51-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,51,30,Scenario C: Dynamic/Challenging,300.0,5382,118.04000000000008,3.9346666666666694,127.86399999999897,0,9030,0,0.0,40.421233034002086,39.80424128200684,7.9776441226408465,18.63475340046914,0.0,67,"{'NOMINAL': 15, 'ELEVATED': 1, 'RELAXED': 14}",125110.00000000712,9000,9030,29602.0,1453.455149501661,37.08637873754153,91.99757333333396,56.743418488840234,28.517251351379983,68.93848438538207,67,0,proposed
EXP-STA-40N-S42-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,42,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,34.11423589775327,33.88007628798793,4.336336733345831,14.55898993465312,0.0,82,"{'RELAXED': 13, 'NOMINAL': 23, 'ELEVATED': 4}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.5414999999999,62.049121627157646,28.501639102246735,62.615875,82,0,baseline
EXP-STA-40N-S43-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,43,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,36.21132322846507,35.19284795293075,0.6015192296824026,16.50104846491548,0.0,65,"{'NOMINAL': 20, 'ELEVATED': 3, 'RELAXED': 17}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.3914999999999,61.1384807703176,26.404551771534933,62.615875,65,0,baseline
EXP-STA-40N-S44-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,44,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,94,12040,1,0.7807308970099668,34.62307636709872,35.75312057837631,-5.431826487911977,13.8118891578716,0.7807308970099668,61,"{'RELAXED': 13, 'NOMINAL': 21, 'ELEVATED': 6}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.6639999999999,56.88182648791197,27.99279863290128,62.615875,61,0,baseline
EXP-STA-40N-S45-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,45,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,33.38513198179918,33.53643335247049,3.2203102326335795,14.568442228209856,0.0,64,"{'NOMINAL': 23, 'RELAXED': 13, 'ELEVATED': 4}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.2164999999999,57.0421751253262,29.230743018200823,62.615875,64,0,baseline
EXP-STA-40N-S46-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,46,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,32.11423182372125,32.85921342587838,1.5512455186440022,10.617263175623554,0.0,71,"{'NOMINAL': 18, 'ELEVATED': 9, 'RELAXED': 13}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.5764999999999,57.4182942430161,30.50164317627875,62.615875,71,0,baseline
EXP-STA-40N-S47-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,47,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,34.832850966815876,35.778214541844136,8.982091183178305,17.21221755253253,0.0,75,"{'RELAXED': 12, 'NOMINAL': 24, 'ELEVATED': 4}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.95649999999989,57.2186537376942,27.783024033184127,62.615875,75,0,baseline
EXP-STA-40N-S48-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,48,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,36.947617843163265,37.52121447797354,2.8373582045291883,18.045294694594226,0.0,65,"{'RELAXED': 18, 'NOMINAL': 21, 'ELEVATED': 1}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,92.36649999999989,48.61264179547081,25.668257156836738,62.615875,65,0,baseline
EXP-STA-40N-S49-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,49,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,2,12040,1,0.016611295681063124,32.72480121526277,33.78133405753026,-0.34549380313971767,13.300877471075884,0.016611295681063124,57,"{'RELAXED': 16, 'NOMINAL': 16, 'ELEVATED': 8}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.7164999999999,60.27388710152188,29.89107378473723,62.615875,57,0,baseline
EXP-STA-40N-S50-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,50,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,9,12040,1,0.07475083056478406,32.89526166073448,33.388801556622,-2.7442909477104394,13.380752804579215,0.07475083056478406,69,"{'NOMINAL': 24, 'RELAXED': 12, 'ELEVATED': 4}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.5639999999999,57.13672379675596,29.720613339265526,62.615875,69,0,baseline
EXP-STA-40N-S51-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,51,40,Scenario A: Stable,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,18,12040,1,0.14950166112956811,34.636243609835844,35.22853289823835,-1.513223125923112,11.554191754777557,0.14950166112956811,60,"{'NOMINAL': 22, 'ELEVATED': 6, 'RELAXED': 12}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.4164999999999,52.96322312592311,27.979631390164155,62.615875,60,0,baseline
EXP-STA-40N-S42-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,42,40,Scenario A: Stable,300.0,7475,179.16800000000006,4.479200000000001,179.52219999999866,0,12040,0,0.0,33.88043701869906,33.91152234548341,4.835878372842359,14.094887793588,0.0,80,"{'RELAXED': 12, 'NOMINAL': 21, 'ELEVATED': 7}",177494.99999999275,12000,12040,44922.0,1313.7624584717607,40.67857142857143,90.87988900000052,62.049121627157646,28.735437981300937,62.615875,80,0,proposed
EXP-STA-40N-S43-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,43,40,Scenario A: Stable,300.0,7473,165.09600000000012,4.127400000000003,176.16339999999846,0,12040,0,0.0,35.95353497457365,34.55716297507381,0.6015192296824026,17.484291818288757,0.0,70,"{'NOMINAL': 21, 'RELAXED': 17, 'ELEVATED': 2}",172859.99999998862,12000,12040,41400.0,1382.2155315614618,39.325581395348834,91.7466830000005,61.1384807703176,26.662340025426353,62.615875,70,0,proposed
EXP-STA-40N-S44-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,44,40,Scenario A: Stable,300.0,7463,180.16799999999995,4.504199999999999,180.0749999999985,72,12040,1,0.5980066445182725,34.98040302109299,36.572453925369985,-5.014431009896839,14.062404259845822,0.5980066445182725,67,"{'RELAXED': 13, 'NOMINAL': 21, 'ELEVATED': 6}",175016.66666666762,12000,12040,45170.0,1332.783637873754,39.441029900332225,91.99962500000053,56.464431009896835,27.635471978907013,62.615875,67,0,proposed
EXP-STA-40N-S45-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,45,40,Scenario A: Stable,300.0,7846,200.72799999999995,5.018199999999998,190.0387999999984,96,12040,1,0.7973421926910298,33.14645898749062,33.63793553792708,-8.32476407694984,13.941390732537236,0.7973421926910298,75,"{'NOMINAL': 20, 'RELAXED': 16, 'ELEVATED': 4}",185618.33333332412,12000,12040,50320.0,1252.641611295681,42.975083056478404,91.50230600000037,59.774764076949836,29.46941601250938,62.615875,75,0,proposed
EXP-STA-40N-S46-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,46,40,Scenario A: Stable,300.0,8029,192.5280000000001,4.813200000000003,190.14819999999827,0,12040,0,0.0,32.36857700581495,33.28336865963968,1.181314518740102,11.562606553069722,0.0,69,"{'NOMINAL': 20, 'ELEVATED': 8, 'RELAXED': 12}",186794.99999998978,12000,12040,48258.0,1234.2919435215947,44.05730897009967,91.86175900000036,57.33790480077289,30.24729799418505,62.615875,69,0,proposed
EXP-STA-40N-S47-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,47,40,Scenario A: Stable,300.0,7297,167.7200000000001,4.193000000000003,174.23499999999873,0,12040,0,0.0,34.27182568411133,34.99063742806837,8.525907934329503,17.22020139284317,0.0,60,"{'RELAXED': 11, 'NOMINAL': 25, 'ELEVATED': 4}",173178.33333332776,12000,12040,42052.0,1335.8201827242524,39.34551495016611,91.32132500000053,57.266285026826985,28.34404931588867,62.615875,60,0,proposed
EXP-STA-40N-S48-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,48,40,Scenario A: Stable,300.0,6939,150.90400000000005,3.7726000000000015,165.87259999999884,0,12040,0,0.0,37.49407940333348,37.96318475238877,2.781546913553271,18.69539884017189,0.0,65,"{'RELAXED': 20, 'NOMINAL': 19, 'ELEVATED': 1}",161900.00000000166,12000,12040,37846.0,1462.2093023255813,35.2765780730897,92.77313700000072,48.668453086446725,25.121795596666523,62.615875,65,0,proposed
EXP-STA-40N-S49-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,49,40,Scenario A: Stable,300.0,7828,189.48799999999994,4.737199999999999,187.16119999999847,4,12040,1,0.03322259136212625,32.556329311896214,33.42329936257486,-0.26746294271990223,12.91075218021904,0.03322259136212625,53,"{'RELAXED': 16, 'NOMINAL': 16, 'ELEVATED': 8}",181451.6666666607,12000,12040,47502.0,1289.9937707641195,41.909468438538205,91.0166940000005,60.23870416028189,30.059545688103793,62.615875,53,0,proposed
EXP-STA-40N-S50-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,50,40,Scenario A: Stable,300.0,7947,182.70400000000004,4.5676000000000005,186.67859999999828,0,12040,0,0.0,32.9560530688162,33.42716860869069,2.9546961236003213,14.224932467160396,0.0,68,"{'NOMINAL': 21, 'RELAXED': 14, 'ELEVATED': 5}",183089.99999999304,12000,12040,45806.0,1244.1112956810632,42.91112956810631,90.86660700000037,57.13672379675596,29.659821931183803,62.615875,68,0,proposed
EXP-STA-40N-S51-PSM,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",adaptive,Uniform-Moderate,51,40,Scenario A: Stable,300.0,7395,176.22399999999996,4.405599999999999,177.98259999999865,18,12040,1,0.14950166112956811,35.189410394883964,36.3007767270029,-1.513223125923112,11.818619823335014,0.14950166112956811,64,"{'NOMINAL': 20, 'ELEVATED': 7, 'RELAXED': 13}",174414.99999999604,12000,12040,44180.0,1370.4464285714287,39.49501661129568,91.7625870000006,52.96322312592311,27.426464605116035,62.615875,64,0,proposed
EXP-MOD-40N-S42-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,42,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,37.261790743875615,37.1624645955274,6.142409770565607,16.26263512818207,0.0,72,"{'RELAXED': 13, 'NOMINAL': 24, 'ELEVATED': 3}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.5414999999999,63.637069649842154,29.826646756124386,67.08843750000001,72,0,baseline
EXP-MOD-40N-S43-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,43,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,39.02807090162155,38.00891841720069,5.011519229682406,18.917485578904035,0.0,77,"{'NOMINAL': 21, 'ELEVATED': 3, 'RELAXED': 16}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.3914999999999,61.1384807703176,28.060366598378454,67.08843750000001,77,0,baseline
EXP-MOD-40N-S44-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,44,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,33,12040,1,0.27408637873754155,37.58793029379718,39.00207552318665,-1.7568264879119724,17.23285389529647,0.27408637873754155,71,"{'RELAXED': 14, 'NOMINAL': 21, 'ELEVATED': 5}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.6639999999999,56.88182648791197,29.500507206202826,67.08843750000001,71,0,baseline
EXP-MOD-40N-S45-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,45,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,37.540076875688975,38.201192241767124,7.360481276305755,17.90466855464446,0.0,85,"{'NOMINAL': 21, 'RELAXED': 16, 'ELEVATED': 3}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.2164999999999,57.0421751253262,29.548360624311027,67.08843750000001,85,0,baseline
EXP-MOD-40N-S46-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,46,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,35.28826056938034,35.425822455106356,6.064395191237622,13.964773845540842,0.0,77,"{'NOMINAL': 19, 'RELAXED': 14, 'ELEVATED': 7}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,91.5764999999999,57.23757186237377,31.80017693061966,67.08843750000001,77,0,baseline
EXP-MOD-40N-S47-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,47,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,37.9638157605431,39.13811607272983,11.062775630482513,19.460160669053757,0.0,78,"{'RELAXED': 13, 'NOMINAL': 24, 'ELEVATED': 3}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.95649999999989,57.2186537376942,29.124621739456906,67.08843750000001,78,0,baseline
EXP-MOD-40N-S48-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,48,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,39.276352611828685,40.0110590482702,5.101456259844582,21.06281040971011,0.0,73,"{'RELAXED': 16, 'NOMINAL': 22, 'ELEVATED': 2}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,92.36649999999989,51.17202210291331,27.812084888171317,67.08843750000001,73,0,baseline
EXP-MOD-40N-S49-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,49,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,35.86583487456042,36.20403057714769,3.3295061968602866,14.890086071141354,0.0,74,"{'RELAXED': 14, 'NOMINAL': 20, 'ELEVATED': 6}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.7164999999999,64.21691327935142,31.22260262543958,67.08843750000001,74,0,baseline
EXP-MOD-40N-S50-BASE,"PSDT v1.0-sim (Temporal Closed-Loop Model, frozen for Sprint 11)",uniform,Uniform-Moderate,50,40,Scenario B: Moderate,300.0,12000,192.00000000000014,4.800000000000003,247.19999999999584,0,12040,0,0.0,36.228539800508855,36.95985806287249,0.22616084286409688,14.780163825456288,0.0,84,"{'NOMINAL': 22, 'RELAXED': 15, 'ELEVATED': 3}",200666.66666664142,12000,12040,48160.0,1000.0,50.0,90.5639999999999,58.13764263419594,30.85989769949115,67.08843750000001,84,0,baseline
